,key,translation
91259,complaing,74091
91260,complainingly,74092
91261,tappa,106910
91262,complalnt,74093
91263,complected,74094
91264,completely—she,74098
91265,complexes.,74103
91266,complexion–was,74104
91267,complied,74105
91268,complimentingon,74106
91269,composedly,74107
91270,urgin,110275
91271,composes,74108
91272,composites,74110
91273,compost.,74112
91274,theu,107649
91275,compradore,74113
91276,compresses,74115
91277,mcneill,91580
91278,compressing,74116
91279,comprimised,74119
91280,comprising,74120
91281,comprtate,74121
91282,compulsorily,74122
91283,compulsory,74123
91284,computational,74124
91285,computations,74125
91286,compute.listen,74126
91287,computer-games,74127
91288,compéete,74133
91289,comrades-in-arms,74135
91290,comradeship,74136
91291,comsats,74138
91292,comtessa,74142
91293,indisputably,86389
91294,com­pared,74143
91295,com­plained,74144
91296,con-,74146
91297,con-killer,74148
91298,con-woman,74150
91299,concatenation,74151
91300,concealer.,74153
91301,lusterless,90518
91302,conceding,74154
91303,conceits,74155
91304,concentrations,74158
91305,conceptions,74159
91306,concerned.,74161
91307,novoasyan,94738
91308,concernedhe'il,74162
91309,concertswith,74163
91310,pall,96436
91311,conchie,74164
91312,conclusive,74168
91313,concocting,74169
91314,concocts,74170
91315,marwen,91321
91316,condemnedto,74175
91317,condescended,74178
91318,condignly,74179
91319,condiments,74180
91320,rifling,100767
91321,conditioning–if,74181
91322,goldkiss,82629
91323,condoleeza,74182
91324,condoleezza,74183
91325,condominium,74185
91326,condomon,74187
91327,jin-yang,87438
91328,conductance,74189
91329,conductmy,74191
91330,coned,74193
91331,coneheads,74194
91332,coneor,74195
91333,lateefe,89187
91334,confederator,74196
91335,conferees,74197
91336,confessable,74199
91337,confessors,74201
91338,confidants,74202
91339,confirmations,74208
91340,wou,112545
91341,confit,74211
91342,confoundedly,74216
91343,kaliel,87847
91344,confounding,74217
91345,confrontation-,74218
91346,confrontational,74219
91347,confronter,74220
91348,confuci,74221
91349,confused-looking,74222
91350,confusedly,74223
91351,confused—she,74224
91352,confusión,74226
91353,congo-dick,74227
91354,congratulation,74230
91355,congreve,74231
91356,conj,74232
91357,conjectural,74233
91358,conjurations,74234
91359,conmigo,74236
91360,connal,74238
91361,connective,74239
91362,connectors,74241
91363,thisis,107817
91364,connee,74242
91365,connerdy,74243
91366,gratify,82918
91367,connie-fuckin'-chung,74244
91368,pssst,98990
91369,hitlers,84948
91370,connoisseurs.,74248
91371,cono,74250
91372,consalt,74255
91373,conscience-,74256
91374,that—with,107427
91375,conscienceless,74258
91376,conscientiousness,74259
91377,consciousness-raising,74261
91378,conscripted,74264
91379,conscripts,74266
91380,consenting,74270
91381,consequent,74272
91382,conserves,74274
91383,second-raters,102313
91384,consideringevery,74276
91385,consideringthat,74277
91386,consigliore,74278
91387,yedo–suspect,112840
91388,consignedthat,74279
91389,consistory,74282
91390,consoling,74285
91391,consorted,74286
91392,hinting,84872
91393,conspiracy-theory,74288
91394,constants,74292
91395,constellations,74293
91396,constipator,74294
91397,constitutes,74296
91398,fastidious,79653
91399,constrain,74297
91400,constrainedly,74298
91401,lightfoot,89760
91402,constricted,74301
91403,weekwas,111525
91404,constricting,74302
91405,yellow-colored,112855
91406,construction-wood,74304
91407,constructor,74305
91408,to-go,108282
91409,consultants,74308
91410,consumptives,74311
91411,contact-holy,74312
91412,contagonal,74314
91413,containing9,74315
91414,contaminators,74318
91415,conte,74319
91416,hog-monkeys,85032
91417,contending,74324
91418,contennial,74325
91419,contention,74326
91420,cybernetic,75372
91421,contessa,74327
91422,continue.,74332
91423,contouring,74334
91424,contract-i,74338
91425,contractto,74339
91426,contrary—it,74340
91427,thejohn.,107498
91428,contras,74341
91429,control-freak,74345
91430,control-obsessed,74346
91431,control-then,74347
91432,controls.,74350
91433,dayth,75722
91434,controversially,74351
91435,contyact,74354
91436,dovic,77433
91437,convalesce,74355
91438,sweet-talker,106494
91439,convene,74357
91440,convent.,74358
91441,spokesbitch,105112
91442,converters,74362
91443,perceptible,97080
91444,conveyor,74363
91445,conveys,74364
91446,convinceher,74366
91447,convincingly,74367
91448,convolutions,74371
91449,convolved,74372
91450,forestalled,80803
91451,curst,75291
91452,con­strained,74373
91453,old-bread,95400
91454,mafia-style,90778
91455,con­text,74374
91456,coo-oo-ooch,74375
91457,trannys,108707
91458,incompatibilities,86333
91459,coochy,74377
91460,coof,74378
91461,coogler,74379
91462,kiss-me,88349
91463,cookaboo,74381
91464,cookbook,74382
91465,cookerfrom,74383
91466,cookie-cutter,74384
91467,cookie-eating,74385
91468,monkey-wrenchers,92728
91469,cooking-pots,74386
91470,cooking/il,74387
91471,cookin´,74389
91472,ethnocentricism,78865
91473,cooks.,74391
91474,cooky,74392
91475,cool-lookin,74394
91476,pat-rymen,96748
91477,coolas,74396
91478,ex-russian,79076
91479,cooldad47,74397
91480,coolies—could,74398
91481,coon-ass,74400
91482,cooperate-and,74401
91483,cooperative-whatever,74402
91484,pre-children,98463
91485,coot.,74405
91486,coota,74406
91487,cooty,74409
91488,cooz,74410
91489,coozi,74412
91490,cop-bad,74414
91491,cop-class,74415
91492,cop-like,74418
91493,cop-shop,74420
91494,cop-souls,74421
91495,fitof,80295
91496,cop-stripper,74422
91497,copen,74427
91498,copiously,74431
91499,decision-,75909
91500,copper-coloured,74432
91501,copper-headed,74433
91502,copper–even,74436
91503,coppiceman,74437
91504,coprolitethe,74438
91505,m'dear,90603
91506,coprophage,74439
91507,cops-in-a-box,74441
91508,cops.,74442
91509,copse,74443
91510,swaggern,106436
91511,cops—hell,74444
91512,coptic,74445
91513,copto,74446
91514,copwould,74447
91515,copyboy,74448
91516,coq-au-vin,74450
91517,readying,100005
91518,cor-rupter,74452
91519,coralie,74454
91520,cordo,74461
91521,near.,93798
91522,cordula,74462
91523,seabirds,102263
91524,cordwood,74463
91525,lizzie.,89989
91526,cored,74465
91527,corene,74467
91528,corgwash,74469
91529,tadger,106733
91530,coriander,74470
91531,corinna,74472
91532,non-politics,94491
91533,corkman,74476
91534,fter,81318
91535,corkscrew-shaped,74477
91536,cork­screwed,74479
91537,cormal-lenian,74481
91538,corn-holed,74482
91539,corn-on-the-cob,74484
91540,cornballs,74486
91541,cornbread,74487
91542,corncobs,74488
91543,corndog,74489
91544,corner-and,74490
91545,corner-while,74491
91546,corner‑,74493
91547,cornetto,74496
91548,cornfields,74498
91549,cornholed,74501
91550,cornier,74502
91551,corniest,74503
91552,reedy,100229
91553,cornmeal,74504
91554,weightier,111545
91555,cornpatch,74505
91556,cornsticks,74508
91557,cornweld,74510
91558,corny-ass,74511
91559,corou,74514
91560,corpolò,74516
91561,e4,78012
91562,corpoló,74517
91563,corporeal,74519
91564,corpses-and,74523
91565,corpses…,74524
91566,corpse—no,74525
91567,correct.-'tart,74527
91568,correctly.,74528
91569,correlate,74530
91570,correlates,74531
91571,correspondingly,74532
91572,teakettle—though,107056
91573,corridor.,74534
91574,corroborates,74536
91575,corrode,74537
91576,corrugations,74540
91577,corruptness,74541
91578,dip-wad,76678
91579,corrυpt,74542
91580,creepy-eighty-year,74949
91581,cors,74543
91582,corse,74545
91583,corselet,74546
91584,malaka,90923
91585,corteac,74549
91586,jsut,87610
91587,czechoslovakia…,75392
91588,corticate,74550
91589,cortisol,74551
91590,nurps,94843
91591,cortona,74554
91592,corwley,74559
91593,coryst,74560
91594,cosbys,74563
91595,embankment,78419
91596,coshed,74566
91597,poes,97980
91598,cosier,74567
91599,cosmo-drinking,74570
91600,ikansas,86054
91601,cosmography,74571
91602,cosmology,74573
91603,snitcher,104462
91604,cosmonauts,74574
91605,over-subsidized,96149
91606,cosmopolitans,74578
91607,super-super-super-rich,106246
91608,cosmos-makers,74579
91609,cosseted,74580
91610,costaverde,74584
91611,costea,74586
91612,kongo-cocked,88596
91613,costerdane,74589
91614,costerdanese,74590
91615,costi,74591
91616,costumer,74593
91617,costumes.,74594
91618,cost—,74595
91619,coton,74600
91620,ditty-bop,76913
91621,cottaging,74602
91622,cotton-,74603
91623,cotton-picker,74604
91624,sun-bleached,106147
91625,coucher,74608
91626,coufray,74609
91627,cough.,74610
91628,coughts,74611
91629,synequanon,106615
91630,could've-i,74613
91631,enviable,78650
91632,couldbe,74617
91633,couldbring,74618
91634,coulddie,74619
91635,coulddo,74620
91636,couldn'tgetanything,74622
91637,couldn'tjust,74623
91638,uncombed,109698
91639,couldn'tkeep,74624
91640,diabolic,76404
91641,couldn'tyou,74625
91642,one-leg,95560
91643,couldnae,74626
91644,couldprobably,74628
91645,couldsleep,74629
91646,coulter-do,74636
91647,coulter—you,74637
91648,unholly,109909
91649,filea,80090
91650,councilors,74639
91651,councilwoman,74640
91652,counsellor-acting,74641
91653,countenances,74645
91654,words…,112463
91655,counter-charged,74646
91656,there-before,107598
91657,dimmer,76633
91658,counter-espionage,74647
91659,counter-stroke,74651
91660,counter-toxin,74652
91661,counterfeiting,74657
91662,tearjerker,107076
91663,counterfeits,74658
91664,myselfdown,93462
91665,countermanding,74659
91666,counterpoint,74662
91667,counterproductive,74663
91668,counterrevolutionaries,74665
91669,counterstrategy,74668
91670,countersue,74669
91671,countersuit,74670
91672,countersurveillance,74671
91673,counterterrorist,74672
91674,counterweight,74674
91675,counter–jumper,74675
91676,country-and-western,74679
91677,country-based,74680
91678,country-to-air,74684
91679,country-western,74685
91680,killer-killer,88250
91681,countryand,74687
91682,retrogressive,100575
91683,countrymen.,74688
91684,country—looks,74690
91685,county-usc,74691
91686,gin-drunk,82263
91687,coupes,74693
91688,couplebath,74696
91689,couples-costume,74697
91690,launderers,89229
91691,huairei,85529
91692,courbevoie,74701
91693,courcy,74702
91694,courey,74704
91695,courlevais,74706
91696,course-,74708
91697,course-one,74710
91698,course-the,74711
91699,courseand,74713
91700,m-1,90610
91701,course—,74715
91702,court-martialed,74717
91703,court-martialled,74718
91704,courtney.,74723
91705,kinabandoner,88288
91706,courtto,74727
91707,coutenay,74729
91708,couture,74730
91709,cover-band,74731
91710,cover-your-ass,74732
91711,coveredand,74733
91712,coves,74737
91713,summer.,106137
91714,kunivas,88837
91715,coveting,74738
91716,covieelfan-govt,74740
91717,coward-,74741
91718,coward-hero,74742
91719,coward.,74745
91720,coward—but,74748
91721,ms.demartino,93130
91722,cowboy-hat-wearing,74752
91723,cowboy-john,74753
91724,cowboy-leaning,74754
91725,cowgill,74757
91726,cowgilla,74758
91727,cowled,74762
91728,cowmare,74765
91729,cowpat,74766
91730,coxswain,74769
91731,faceup,79390
91732,coyly,74770
91733,haud,84081
91734,cozenage,74773
91735,cpe,74779
91736,cps,74780
91737,cr,74782
91738,cr-17,74783
91739,crab-like,74784
91740,crabbers,74785
91741,crabbing,74786
91742,crabbot,74787
91743,crabcatchers,74788
91744,flatulent,80436
91745,crabmeat,74789
91746,crack-dealing,74790
91747,spoked,105111
91748,crack-ho,74791
91749,crack-pipin'…,74792
91750,crack-up,74793
91751,crackhouse,74799
91752,crackingjokes,74800
91753,craer,74805
91754,craftsmanship,74806
91755,craftsy,74807
91756,crags,74808
91757,craker,74810
91758,cramed,74811
91759,cramp.,74812
91760,cranajour,74814
91761,cranayour,74815
91762,cranberries,74816
91763,crania,74817
91764,goose-step,82744
91765,crank-calling,74818
91766,crankdoes,74820
91767,cranky_,74822
91768,craobhan,74825
91769,loseone,90273
91770,frenegonda,81152
91771,crap-filled,74830
91772,crap-heel,74831
91773,crap-heel'verse,74832
91774,crap-load,74833
91775,crap-o'-,74834
91776,pernut,97154
91777,crap-o-rama,74835
91778,vertiko,110726
91779,crap-saurus,74837
91780,crap-tastic,74839
91781,crap-thin,74840
91782,crapfor,74845
91783,crapheads,74846
91784,crappin,74849
91785,crappy-childhood,74851
91786,crappy-father,74852
91787,crapshoot,74853
91788,cross-town,75059
91789,crapstorm,74855
91790,multihued,93253
91791,crapyou,74858
91792,crash-land,74860
91793,crashingeveryone,74861
91794,crashingpussy,74862
91795,kopke,88613
91796,crass.,74863
91797,crate-slat,74864
91798,craveonly,74867
91799,craw,74868
91800,crawdaddy,74870
91801,crawlers,74871
91802,positionof,98267
91803,crawly,74873
91804,crawlylittle,74874
91805,crayola,74878
91806,crazy-faced,74882
91807,crazy-fucked-up,74883
91808,crazy-generous,74884
91809,crazy-green,74885
91810,crazy-loving,74887
91811,crazy-maybe,74888
91812,crazy-mouthed,74889
91813,crazy-narrow,74890
91814,crazy-obsessed,74891
91815,crazy-pants,74892
91816,crazy-shit,74895
91817,crazy-toad,74896
91818,crazy-trained,74897
91819,crazy.ob,74898
91820,dick-licker,76451
91821,crazyfor,74901
91822,crazyville,74903
91823,crazywoman,74904
91824,crazy—he,74905
91825,crea-ture,74907
91826,cream.,74910
91827,creampuff,74911
91828,creapy,74912
91829,creatable,74913
91830,create.an,74914
91831,createa,74915
91832,full-page,81520
91833,createries,74916
91834,creatinine,74917
91835,creatively,74918
91836,creativeness,74919
91837,creature-,74922
91838,jib-ass,87409
91839,creature-a,74923
91840,zequiel,113352
91841,creature-and,74924
91842,creature-to-human,74925
91843,creatures-,74926
91844,motherfuckingjacques,92989
91845,flaunters,80440
91846,credibly,74931
91847,credit-dreadfuls,74932
91848,credit-hogging,74933
91849,credit-on,74934
91850,mazel,91521
91851,credo,74935
91852,credulous.,74936
91853,creeds,74937
91854,creedy,74938
91855,creedy'il,74939
91856,creele,74940
91857,creep.,74941
91858,hooned,85257
91859,creepaaoid,74942
91860,creepazoids,74943
91861,creepies,74944
91862,creepis,74945
91863,creepsy,74947
91864,northwarden,94625
91865,cremacin,74953
91866,cremains,74954
91867,þicnit,113638
91868,crepe-paper,74957
91869,crepes,74958
91870,creps,74959
91871,crescent-shaped,74960
91872,kneippova,88456
91873,geeyup,82007
91874,crestanza,74962
91875,cretaceans,74963
91876,cretaceous,74964
91877,cretan,74965
91878,tangoed,106873
91879,crevices,74968
91880,embroideries,78434
91881,crewless,74969
91882,crew–in,74970
91883,crew…,74971
91884,creyn,74972
91885,crib.,74973
91886,cribbing,74974
91887,cricketing,74975
91888,cricketsor,74976
91889,donein,77217
91890,crickly,74977
91891,crieth,74978
91892,crim,74980
91893,crime-scene,74984
91894,crime-suppression,74985
91895,crime.,74986
91896,crimean,74987
91897,criminalist,74988
91898,criminal—oh,74990
91899,crimp,74991
91900,crimson-faced,74993
91901,cringe-making,74995
91902,cringed-,74996
91903,where'ts,111830
91904,crinkling,74999
91905,cripessake,75000
91906,crippled-looking,75001
91907,crippler,75002
91908,cripples.,75003
91909,crisped,75006
91910,o-tarov,94943
91911,knowall,88518
91912,dounia,77427
91913,crisscrossing,75009
91914,cum-drunk,75218
91915,crista,75010
91916,crista-galli,75011
91917,cristela,75013
91918,tear-stained,107070
91919,father—and,79725
91920,cristoval,75014
91921,crivens,75016
91922,strippers.,105795
91923,crobuzoners,75020
91924,crochet,75021
91925,thisfuckingtrigger,107812
91926,crofton,75026
91927,crofts,75027
91928,crol,75029
91929,xantha,112695
91930,cronkites,75031
91931,crook-eyed,75032
91932,crooked-ass,75034
91933,rustier,101368
91934,demartin,76097
91935,crookedness,75037
91936,crookies,75038
91937,crookygin,75040
91938,crookygrin,75041
91939,pateus,96759
91940,crop-duster,75043
91941,cropsuckers,75045
91942,railroading,99662
91943,hypocricy,85774
91944,crosi,75048
91945,undoubtly,109826
91946,cross-bred,75050
91947,cross-check,75051
91948,cross-clamp,75052
91949,cross-referenced,75056
91950,cross-referencewith,75057
91951,crossbones,75064
91952,crossbreeding,75066
91953,crossdamned,75068
91954,crossfit,75072
91955,crossi,75074
91956,crossing-point,75075
91957,crossing.,75076
91958,crosslegged,75077
91959,crosspiece,75078
91960,crosswater,75080
91961,crosta,75082
91962,crotch-on-crotch,75087
91963,crotch-snatching,75089
91964,thing.-,107715
91965,crotch.,75090
91966,crotchal,75091
91967,croton,75092
91968,style-wise,105908
91969,crouble,75093
91970,crout,75094
91971,crouton,75095
91972,crowders,75096
91973,crowdfunding,75097
91974,crowdin,75098
91975,crowne,75099
91976,crucifiied,75103
91977,crucifixes,75104
91978,crucifiýed,75105
91979,crucker,75106
91980,haraj,83925
91981,crudest,75108
91982,crueler,75110
91983,cruisin,75114
91984,cruller,75115
91985,ho-daddies,84988
91986,crumble\ninto,75117
91987,crumpet,75120
91988,crumpling,75122
91989,crusha,75124
91990,crustfor,75127
91991,crut,75128
91992,cry-babies,75131
91993,cry.,75132
91994,vj,110920
91995,cryin'-ass,75134
91996,cryingstill,75136
91997,cryman,75137
91998,cryo-con,75140
91999,cryogenics,75144
92000,crypt-keeper,75146
92001,crypto-nut,75147
92002,cryptograph,75149
92003,cryptologist,75151
92004,cryptologists,75152
92005,crystal-banked,75153
92006,crystal-meth-addicted,75154
92007,hee-hee,84348
92008,daman,75537
92009,crystalin,75155
92010,crystalmir,75157
92011,crèche,75158
92012,cs,75159
92013,tonight-,108427
92014,psi-hounds,98984
92015,cthoros,75163
